0   0   0   0   0   0    0
1.6678204919e-05	5.4230778129e+02	7.6596639729e+02	4.7164244964e+01	-3.9448929835e+02	1.1216530535e+00	3.9109981029e+01
3.3356409837e-05	9.0245551255e+02	1.1883274965e+03	5.8767808745e+01	-5.3722767047e+02	3.6697782959e+00	5.4539623565e+01
5.0034614756e-05	1.0990300902e+03	1.3512031943e+03	4.1310301697e+01	-5.1521096875e+02	6.8543361918e+00	5.5175006947e+01
6.6712819675e-05	1.2134511962e+03	1.4250905374e+03	2.0714188248e+01	-4.7474582400e+02	9.2278048714e+00	5.6523599278e+01
8.3391024593e-05	1.2996201895e+03	1.4969326414e+03	1.5236744756e+01	-4.8398298195e+02	1.0178037371e+01	6.3795110142e+01
1.0006922951e-04	1.3745035112e+03	1.5774428153e+03	2.8422122416e+01	-5.4321278049e+02	1.0069193355e+01	7.4865187913e+01
1.1674743443e-04	1.4393981026e+03	1.6532886067e+03	5.4736642440e+01	-6.2967799150e+02	9.6192885099e+00	8.6779536892e+01
1.3342563935e-04	1.4950840382e+03	1.7168853761e+03	8.6593826488e+01	-7.2344620216e+02	9.3525497743e+00	9.8006979769e+01
1.5010384427e-04	1.5458792033e+03	1.7716076756e+03	1.1784479632e+02	-8.1297180641e+02	9.4500838537e+00	1.0812337111e+02
1.6678204919e-04	1.5983631520e+03	1.8272696649e+03	1.4438470732e+02	-8.9275795546e+02	9.8548783099e+00	1.1719943910e+02
1.8346025411e-04	1.6590350576e+03	1.8947992333e+03	1.6374341331e+02	-9.6051275621e+02	1.0430072632e+01	1.2543897999e+02
2.0013845902e-04	1.7324508370e+03	1.9824892614e+03	1.7469019134e+02	-1.0155129128e+03	1.1056871350e+01	1.3301060912e+02
2.1681666394e-04	1.8201581345e+03	2.0938994892e+03	1.7705975163e+02	-1.0578924105e+03	1.1669477895e+01	1.3999007605e+02
2.3349486886e-04	1.9203467224e+03	2.2271800035e+03	1.7169554232e+02	-1.0884511171e+03	1.2248190424e+01	1.4637053185e+02
2.5017307378e-04	2.0280985003e+03	2.3755541895e+03	1.6036592463e+02	-1.1086911082e+03	1.2800885039e+01	1.5209884312e+02
2.6685127870e-04	2.1361154843e+03	2.5285860086e+03	1.4556732409e+02	-1.1207984503e+03	1.3344154446e+01	1.5711138249e+02
2.8352948362e-04	2.2357997951e+03	2.6739179233e+03	1.3020516902e+02	-1.1274701955e+03	1.3892596980e+01	1.6135584041e+02
3.0020768854e-04	2.3185109783e+03	2.7991480253e+03	1.1719665557e+02	-1.1315489597e+03	1.4453527499e+01	1.6480035744e+02
3.1688589345e-04	2.3768244296e+03	2.8936248487e+03	1.0905173150e+02	-1.1355824375e+03	1.5027333400e+01	1.6743235751e+02
3.3356409837e-04	2.4056110138e+03	2.9499135033e+03	1.0750626989e+02	-1.1413852270e+03	1.5611004510e+01	1.6925297575e+02
3.5024230329e-04	2.4027657551e+03	2.9647832930e+03	1.1326580990e+02	-1.1497328366e+03	1.6200505673e+01	1.7027094301e+02
3.6692050821e-04	2.3694981980e+03	2.9395878451e+03	1.2590218058e+02	-1.1602348823e+03	1.6792156754e+01	1.7049983031e+02
3.8359871313e-04	2.3101354697e+03	2.8799898289e+03	1.4391958783e+02	-1.1714058577e+03	1.7383835405e+01	1.6995488364e+02
4.0027691805e-04	2.2314805287e+03	2.7950821755e+03	1.6498518206e+02	-1.1809183717e+03	1.7975096161e+01	1.6865330499e+02
4.1695512297e-04	2.1418258831e+03	2.6960256541e+03	1.8627706745e+02	-1.1859755868e+03	1.8566040420e+01	1.6661589112e+02
4.3363332789e-04	2.0497718182e+03	2.5944170437e+03	2.0490324982e+02	-1.1837600986e+03	1.9156986480e+01	1.6386782233e+02
4.5031153280e-04	1.9630229718e+03	2.5006135580e+03	2.1832636456e+02	-1.1718628989e+03	1.9747926018e+01	1.6043760460e+02
4.6698973772e-04	1.8873529540e+03	2.4222786818e+03	2.2473255106e+02	-1.1486536450e+03	2.0338936164e+01	1.5635852941e+02
4.8366794264e-04	1.8258714800e+03	2.3633606676e+03	2.2328916729e+02	-1.1135346383e+03	2.0929481999e+01	1.5166852254e+02
5.0034614756e-04	1.7787037645e+03	2.3236451027e+03	2.1425221641e+02	-1.0670440514e+03	2.1519631781e+01	1.4640805709e+02
5.1702435248e-04	1.7431218236e+03	2.2989375014e+03	1.9891530176e+02	-1.0107931040e+03	2.2108456900e+01	1.4062066128e+02
5.3370255740e-04	1.7140994422e+03	2.2818428570e+03	1.7940545066e+02	-9.4725512485e+02	2.2695764622e+01	1.3435183997e+02
5.5038076232e-04	1.6851980596e+03	2.2630141029e+03	1.5835810651e+02	-8.7943536783e+02	2.3280948396e+01	1.2764952735e+02
5.6705896723e-04	1.6496483063e+03	2.2326649393e+03	1.3852262245e+02	-8.1046382504e+02	2.3864276655e+01	1.2056222070e+02
5.8373717215e-04	1.6014643034e+03	2.1821297793e+03	1.2235561736e+02	-7.4317971220e+02	2.4445013175e+01	1.1314002601e+02
6.0041537707e-04	1.5364213871e+03	2.1052224487e+03	1.1166391636e+02	-6.7975807591e+02	2.5023105800e+01	1.0543380896e+02
6.1709358199e-04	1.4527549558e+03	1.9992227252e+03	1.0734863916e+02	-6.2145276379e+02	2.5598106093e+01	9.7495051350e+01
6.3377178691e-04	1.3514823876e+03	1.8653173011e+03	1.0928849444e+02	-5.6846618203e+02	2.6170079173e+01	8.9374917002e+01
6.5044999183e-04	1.2363037645e+03	1.7084648946e+03	1.1637488212e+02	-5.1998741114e+02	2.6738584570e+01	8.1124149929e+01
6.6712819675e-04	1.1130999727e+03	1.5367020251e+03	1.2669564278e+02	-4.7437502023e+02	2.7303623730e+01	7.2792425770e+01
6.8380640167e-04	9.8911471378e+02	1.3600029703e+03	1.3783023049e+02	-4.2946332220e+02	2.7864908677e+01	6.4428826861e+01
7.0048460658e-04	8.7193927307e+02	1.1888704226e+03	1.4722413581e+02	-3.8294072910e+02	2.8422159988e+01	5.6081395682e+01
